Date,GLD,IWM,QQQ,SPY,TLT
2012-01-19,-0.0023515152751236723,0.006176314025822416,0.006219538579577355,0.005276564191680988,-0.013753443276832589
2012-01-20,0.005272336540625755,0.000639350586498999,-0.001503453255428444,0.0037272831869152867,-0.01132521876664827
2012-01-23,0.006725466086455523,-0.0012780018042378716,0.00033470777829491816,-0.0025768970755037923,-0.006325924785312131
2012-01-24,-0.007048352105060052,0.0057578372329303296,-0.001839593095825709,-0.001139481387224972,0.0018071129978132205
2012-01-25,0.02722056546902296,0.008524474806992366,0.01256689737848582,0.008367384027298641,-0.002404601203124246
2012-01-26,0.005107595919167762,-0.0011356686834396168,-0.0034750149628589577,-0.0051297845784363805,0.013256188475015973
2012-01-27,0.010163190678665446,0.006820015377269284,0.002988787224517342,-0.0004551400174050979,0.0031431591849699902
2012-01-30,-0.0055631321217690655,-0.007777089786141889,0.0008277922171002761,-0.0034135159746503385,0.011772181182696517
2012-01-31,0.0076176801082890044,-0.00101148479240587,0.001323485967503757,-0.0003806198513640613,0.011551149024908947
2012-02-01,0.001476581439991298,0.02151328086445492,0.008095068355369106,0.008757515728611276,-0.011455183904234723
2012-02-02,0.00878748239335847,0.0056987166254764965,0.003113987733609047,0.0015848285821438157,-0.0004191175167868044
2012-02-03,-0.019935712372232683,0.021803512666560776,0.013723352329140459,0.01401898418024139,-0.021489563733774086
2012-02-06,-0.0027440152442257393,-0.0032546376033277813,-0.0008059184554216614,-0.0006691758105250578,0.009951010063654397
2012-02-07,0.015073599610379684,-0.0006047075441246719,0.002096550571517808,0.002528547391320801,-0.012401255987040338
2012-02-08,-0.0070712844420862675,0.0021783089361693264,0.00531134197926475,0.002968062099746538,0.0007743712714405326
2012-02-09,-0.002848639332576064,-0.004950906704618285,0.007205106220562474,0.0012571369537965893,-0.007476866936625304
2012-02-10,-0.005237500657275795,-0.013714101341032903,-0.006994529060169619,-0.007387289157003596,0.012988113631115406
2012-02-13,0.0022136838491002564,0.012919749411958614,0.009284660853320581,0.0074422673378118365,0.0012820175372629805
2012-02-14,-0.0023282156434702994,-0.0044945863333307745,0.002537271983531042,-0.0012555585447522333,0.005292840728088777
2012-02-15,0.0059239200699465755,-0.008297666790235803,-0.006960451648167387,-0.004659979754691901,-0.001782790052423766
2012-02-16,-0.0006543371004235077,0.018826160068463604,0.013700864269217128,0.011072908396552616,-0.007997028678028317
2012-02-17,-0.0038690112885975125,-0.00012052167205367503,-0.003143559065035495,0.0026457781980402384,-0.00025746541239823895
2012-02-21,0.021930074903464325,-0.006764260216304607,0.0028379418002124623,0.00043995411682673513,-0.011064996477569866
2012-02-22,0.01122674611729324,-0.007904332101066225,-0.0045588946408938735,-0.0032239122454140734,0.012576621572895741
2012-02-23,0.00046259876214471696,0.014954219347884656,0.006632890017072679,0.004410684217377003,0.0
2012-02-24,-0.004565995407547319,-0.001932126952904123,0.003451522697044407,0.0021956577556787593,0.006510484744260303
2012-02-27,-0.003077273369589517,-0.0016942459246584995,0.001407077828883052,0.001679730287210024,0.008851309328317791
2012-02-28,0.010425210114951122,-0.0026663628534311368,0.010148114038228906,0.0029164207439655865,-0.0032906062001889502
2012-02-29,-0.053029061708074865,-0.014948838919320973,-0.004481958898305938,-0.003925350790790927,-0.006093231600138305
2012-03-01,0.014121415904973178,0.005181538416804354,0.00791782363471083,0.005181308848058341,-0.009414648938642967
2012-03-02,-0.001620576624883352,-0.014975093677671025,-0.0007696939439165718,-0.0030489607213924907,0.009391622992596105
2012-03-05,-0.004148145103987089,0.0011214565168886637,-0.010328689323660045,-0.004078612196555587,-0.007938468881524163
2012-03-06,-0.0178086148924681,-0.01991495140776145,-0.009812992653761565,-0.014625465095915002,0.012132190116925123
2012-03-07,0.005716090670033314,0.009397988802570367,0.007707950789010987,0.00697586206447931,-0.006120615184509792
2012-03-08,0.010083687876597303,0.012958910748197994,0.010771384270997997,0.00994941100328095,-0.010008188739896062
2012-03-09,0.006655409678363311,0.013538768264010237,0.00416946456360523,0.003867114756290979,0.0019873459446642094
2012-03-12,-0.007873527588344698,-0.001960766395668001,0.0004617547049410309,7.29197861113473e-05,-0.00017248227444233155
2012-03-13,-0.016780784815864758,0.01989193241486098,0.018600714665095275,0.018025801811393682,-0.0175933881050353
2012-03-14,-0.01682067576220847,-0.008186778018226759,0.003471444474325791,-0.0010709436730634847,-0.02519606340647751
2012-03-15,0.00946289676961598,0.008375714217068397,0.0028576761433261044,0.00578940722323007,0.0015316370502409526
2012-03-16,0.001365788541111801,-0.0008424611968600448,-0.0007063976745279588,0.0013849841309236943,0.0019776247408709313
2012-03-19,0.0017978504689784014,0.008434155479189798,0.00706593497076935,0.003919880856080082,-0.01193538238391556
2012-03-20,-0.009035159899535072,-0.008961063686640625,0.0017907542316948355,-0.0029109275581646887,0.003995923552050806
2012-03-21,0.0004996054993768873,-0.00024127334616497187,0.00014927749245563504,-0.001637852970226783,0.01130835405102193
2012-03-22,-0.0039947529044891406,-0.00964660243664961,-0.0020856047764228336,-0.007202717925338331,0.0032202795260343198
2012-03-23,0.012282956477502438,0.009782935582354213,-0.0005973065470454841,0.003232227000850907,0.009452448891039245
2012-03-26,0.0177675672560913,0.020803484974742936,0.017478305256474203,0.014034840912939828,-0.0051240255914393185
2012-03-27,-0.007055890793102537,-0.006991082349297684,0.0014681451852223137,-0.0031069651128075026,0.007192151119149726
2012-03-28,-0.010597959618425579,-0.005846239531013042,-0.003957998173066857,-0.004958419844889539,-0.0014107289101348286
2012-03-29,-0.0014240340248994343,-0.0028804425769728415,-0.003826904753428839,-0.0017082605019259622,0.0075038439401931
2012-03-30,0.0052083106662228484,-0.0032497760794033548,-0.0019211522114672697,0.0041357869104061695,-0.01691052223945899
2012-04-02,0.005058027072021742,0.012317328645408576,0.01036234205299924,0.007314712945481361,0.005540301382302992
2012-04-03,-0.01871856515317416,-0.006680398456936243,-0.00029256105606989546,-0.004089459192983647,-0.01732963635461815
2012-04-04,-0.01676147780356274,-0.015971974923005172,-0.013630358793132125,-0.009910249799142568,0.01374642446488461
2012-04-05,0.006996951833534437,-0.004393318491061282,0.006240844909674026,-0.0005005832279936229,0.007225536091704621
2012-04-09,0.006695708261895694,-0.016426143274084426,-0.007531186092188502,-0.011231235722417576,0.023382502722693932
2012-04-10,0.010855311785985977,-0.02355416740202787,-0.016069021054832322,-0.01678484713850037,0.01133618576986195
2012-04-11,-0.00018621215493686005,0.014167023351932428,0.00483870318129509,0.008094374552035877,-0.011980428763480488
2012-04-12,0.010119758799926215,0.014347044039990875,0.011437406098157021,0.013065466913208423,-0.004156686798441167
2012-04-13,-0.011370564716820963,-0.013151074640951332,-0.015176414844760289,-0.011888356375134301,0.016176451551740856
2012-04-16,-0.0024246153239028123,0.0016343198868484787,-0.011180081412228704,-0.0006563116220188459,-0.0014550273470956832
2012-04-17,-0.0013087791666472892,0.014434670857387477,0.020321027883628995,0.014812086838331018,-0.0006003440346533662
2012-04-18,-0.005865849868369688,-0.00754831610468687,-0.002545432322725527,-0.0033792020838424586,0.0029161395639671905
2012-04-19,0.0007532177454423472,-0.005734588051465539,-0.011259853016320487,-0.006420895424655515,0.0009402705025436386
2012-04-20,0.0006899618353195525,0.00576766322407507,-0.0027331003361111827,0.00167005973461265,0.00017147767190550667
2012-04-23,-0.0029458817957397354,-0.013838277934719923,-0.009134909713101713,-0.008408918611815364,0.007260469749569509
2012-04-24,0.0014458773932806146,0.00758563572194193,-0.00537810930298388,0.0038016307002308736,-0.007038294088876129
2012-04-25,0.0020087386020055664,0.015557742966519239,0.02657165055703503,0.013691538103329792,-0.005124529228799801
2012-04-26,0.008833502726736775,0.009883956939112037,0.005868849025230993,0.0069686105296464795,0.006008676913901834
2012-04-27,0.0021735459614287134,0.007829731466731271,0.005984487110115344,0.001641401763332384,0.0008535623246181956
2012-04-30,0.003098277264045768,-0.011046182716168196,-0.007138177738121199,-0.003704145247141244,0.0002565034686285994
2012-05-01,-0.003459337420944286,0.0009819879505110762,0.001647700458532464,0.006220238396484445,-0.0051865899038923136
2012-05-02,-0.004525235266453653,0.002697733233336441,0.0028413113357195208,-0.002984512531686856,0.00704234002756654
2012-05-03,-0.010087771057537998,-0.01406396418955369,-0.010587702462736104,-0.0076252481667843375,-0.00025550644795291344
2012-05-04,0.0031452475068289854,-0.018978117146833395,-0.02486817257335594,-0.016157984227175737,0.007847934064724393
2012-05-07,-0.0024455972073937904,0.0026556222487881254,0.0009275665474219874,0.0007296027614487333,0.0001689312198571713
2012-05-08,-0.019361338921316418,-0.0006306383775569468,-0.0037060318341420873,-0.004011587048850296,0.005332353919503374
2012-05-09,-0.00980768448267233,-0.005678516345450801,-0.003099670444455249,-0.005931688120560552,0.0006735896871019609
2012-05-10,0.0019421444253708842,0.0038073750100162673,-0.002021377646508671,0.0020627509189152793,-0.0029442938176902356
2012-05-11,-0.007818095757993637,-0.0025282358343955424,-0.00015580038196527646,-0.0030145064165464364,0.008268311921857618
2012-05-14,-0.014521983348483536,-0.013307869796302607,-0.009348609415517628,-0.011060868779275812,0.013974821895526013
2012-05-15,-0.010506815031071648,-0.0017984165446305322,-0.0033029954591160537,-0.005741926256753183,0.004044058550593865
2012-05-16,-0.0018698996195085638,-0.007206508592502825,-0.006785495830643473,-0.003824507537385169,0.0028764145048538747
2012-05-17,0.022347090779173184,-0.022683230496391427,-0.021131206666583857,-0.014831072695682623,0.01770328506081187
2012-05-18,0.011452879352412237,-0.009416215685249418,-0.012984791680495822,-0.00855869945115395,0.00024144305926809828
2012-05-21,0.000646980541909592,0.023564079278710626,0.02795583113470257,0.01718825780346278,-0.002092382332392284
2012-05-22,-0.016618119410660492,-0.006017106411918216,-0.0011197758084304787,0.0017425312531411663,-0.011134821587838517
2012-05-23,-0.0030247679400885463,0.0064483476675238904,0.0019218659065431964,0.0005299552336361923,0.006935618066208127
2012-05-24,-0.001384985238363945,0.002092236865213648,-0.006553630913685549,0.001965477390338588,-0.003808229498398652
2012-05-25,0.00838774838488221,-0.0006523466546771717,-0.0012871761807017323,-0.003244687926521106,0.0037410869781631106
2012-05-29,-0.010872337457110914,0.014492567800263867,0.01272750653241883,0.012112237937898174,-0.0030789830234355664
2012-05-30,0.005893254962718419,-0.0191765599270598,-0.008431583118299835,-0.014510310474676436,0.025361562881363486
2012-05-31,-0.0019090812845146132,-0.0013120552770875538,-0.0043319333505453805,-0.0022006419998803484,0.011574270819899812
2012-06-01,0.038781196888100666,-0.030088252910240643,-0.026586881011586794,-0.025176960736913667,0.02373981129854097
2012-06-04,-0.0011428106398809756,-0.002302708832995437,0.007614407583288907,-0.0004682746391035941,-0.007900516460043083
2012-06-05,-0.0011442151423203262,0.012898775506999804,0.004106958921588966,0.0075721321072905745,-0.013377156680259294
2012-06-06,0.0004455092560180507,0.024665177720130327,0.022905968824727285,0.022468595152153048,-0.01998378871260298
2012-06-07,-0.01723813115026185,-0.006541315711968587,-0.003998569686618714,0.0006060467120350133,0.0015188780254602463
2012-06-08,0.0014886454856897213,0.013563546853694541,0.00963521802056544,0.007951454571089478,-0.0002390607938210776
2012-06-11,0.004071640277957922,-0.022086782247393688,-0.016859873428810013,-0.012696814762537811,0.004552203766090335
2012-06-12,0.007080368815616023,0.012621406160904458,0.01213384622644842,0.011490312257503854,-0.00914292812254025
2012-06-13,0.004218256263578635,-0.01154547272758577,-0.006873556378399814,-0.006394830617273306,0.009868869656438406
2012-06-14,0.004009705335992431,0.011415008222404488,0.0037020137845926726,0.010600873535709487,-0.0012711339875985939
2012-06-15,0.0005704997647584253,0.013385318160559878,0.012424110701071411,0.010226963377392817,0.005569112660378961
2012-06-18,0.0005701744803514597,0.0011658210136118452,0.0093668852189297,0.0019385875653517015,0.005380099639200608
2012-06-19,-0.004875508449193711,0.017332924008223616,0.010380456757354661,0.009672389135026105,-0.013063154397659482
2012-06-20,-0.0075719166052243825,-0.0015260872467276476,0.0007783452164529248,-0.001620993724176567,0.004943400986213042
2012-06-21,-0.025325363321968553,-0.024321660014842483,-0.02488707571810267,-0.022439030017207484,0.00531568112966907
2012-06-22,0.004078378501268132,0.011354515852391778,0.010527826378445182,0.007701722524277033,-0.013337938700804908
2012-06-25,0.00733749424571517,-0.015615167791768858,-0.019258002252553807,-0.016034789014868767,0.01455800189441403
2012-06-26,-0.007414148220444616,0.003913424594837567,0.006276872660590627,0.005025840304851759,-0.003941559404832873
2012-06-27,0.001376010487393442,0.01627299362355794,0.006078192614168421,0.009016403987292199,0.001582707482749246
2012-06-28,-0.011646919832302038,-0.0016789515002717526,-0.011128635328768288,-0.002853579194718625,0.0024494793274327797
2012-06-29,0.027408138404537707,0.029103321024492423,0.03151138917514151,0.024926869008456753,-0.013006888232801272
2012-07-02,-0.0006444107348563266,0.011563812116233141,0.0029612120501183448,0.0030120898247076866,0.010317615438020233
2012-07-03,0.015281516744723334,0.013046924423338213,0.008391505083897632,0.00659334136123868,-0.007685694625121475
2012-07-05,-0.011304546946454441,-0.0011043340884488995,0.0006162539251510779,-0.004512234676641413,0.00511073549576313
2012-07-06,-0.012654072807009586,-0.01117362977173586,-0.012474987941601956,-0.009503466512756131,0.009292950577441506
2012-07-09,0.002146812555150701,-0.0038494905336213803,-0.0018711639484667586,-0.001254475642139985,0.008815759683850732
2012-07-10,-0.012269536951600046,-0.01109435736480835,-0.009843751234746567,-0.008720428096853805,0.0020283000184306843
2012-07-11,0.005520944005105832,-0.003403498079985079,-0.005523013684269218,0.00014915531275194738,0.001245208790221053
2012-07-12,-0.00261460971900751,-0.0034146593900071798,-0.009362490704635906,-0.0048450989904899044,0.007076376509727034
2012-07-13,0.010157959820154439,0.012437518291746441,0.015217043858039903,0.016777866395869978,-0.002625057932848507
2012-07-16,0.00045418012518472217,-0.004011526268971499,-0.00283975294359029,-0.0023573284047271326,0.004644637742832636
2012-07-17,-0.0047986866023365105,0.0035246827796993063,0.005221503610476352,0.006867164956274374,-0.007859899608022913
2012-07-18,-0.002736679257213992,0.006145270337602149,0.013537004922565599,0.007406741347918633,0.0005437153839535913
2012-07-19,0.0021561700390366756,-0.0033655107720137467,0.01102640661035914,0.002620895208363727,-0.0025616438541139486
2012-07-20,0.0018906850756352789,-0.012757834733101991,-0.013210471358614195,-0.009148628938401515,0.012218624433407488
2012-07-23,-0.0041647647379081665,-0.015963941536434767,-0.012142078626077302,-0.010112044707042633,0.005613016105291191
2012-07-24,0.003202022460124132,-0.013132461966831044,-0.007878918454541362,-0.008586886399247762,0.007875406600502233
2012-07-25,0.014004649795792412,0.0022181080397449815,-0.006670926834242752,0.0002241558142215272,0.002578891064471067
2012-07-26,0.007066269136341896,0.008591615165637334,0.013271704141500917,0.01649718082094087,-0.00915578556804697
2012-07-27,0.004911583802304831,0.02374754495981124,0.023670387160154904,0.018433204535444503,-0.018862015842658675
2012-07-30,-0.0006982392728160924,-0.0034033526708086015,-0.0007707200639675005,0.0,0.007471638439649597
2012-07-31,-0.00597082656640302,-0.008855252077953346,-0.00030832744626052566,-0.006994217767355426,0.0020091459353368535
2012-08-01,-0.008626788012826792,-0.016464665938250245,-0.002932296059976469,-0.0008720113837835664,-0.004998836963195696
2012-08-02,-0.006510213425354183,-0.00363376244328395,-0.003559844230031306,-0.0069040732068743615,0.005668330112560405
2012-08-03,0.009212989839486152,0.023834886880928163,0.018950030401029272,0.019832922965590916,-0.01613780095603612
2012-08-06,0.004821600676860438,0.007759461345238083,0.0076217604904478264,0.001937481520474682,0.00039216764749738786
2012-08-07,-0.0001279863856068486,0.009088481943733129,0.008320746478414742,0.0050136018530468895,-0.012865137426579354
2012-08-08,0.0012797347696722472,-0.001501009031301348,-0.0004502106620636326,0.0012115699672545777,-0.0053247756182025485
2012-08-09,0.003259264951112506,0.004761046123556767,0.003002477499111089,0.0008542757700515935,-0.0007196187736766557
2012-08-10,0.0012101864830207365,-0.0034913781372840624,0.0005988390373778962,0.001635809960911505,0.005037922993743615
2012-08-13,-0.0075708565852385945,-0.001626966088761228,0.002392448169178829,-0.0004974828927325481,-0.0016710049272248284
2012-08-14,-0.00551317764002035,-0.0023809033285948633,0.0004477891704728343,0.00014254157382609378,-0.013546806972892012
2012-08-15,0.003223103102315328,0.008793607502703527,0.002535377377335779,0.0011359903589849285,-0.014056495737259644
2012-08-16,0.0059756643744985904,0.010460754259277172,0.011901051602806634,0.007378741326762084,-0.008520716412890206
2012-08-17,0.001021995813774046,0.007024883382884095,0.004410610670178228,0.00133829726708945,0.004875770286086656
2012-08-20,0.003445592661605268,-0.0022026855148951086,0.001463852094100826,7.00211644397708e-05,0.002055311495184009
2012-08-21,0.009983513792826137,-0.0006136060590854475,-0.003946385337673108,-0.003023996920370031,0.004431798725679892
2012-08-22,0.010766174119276384,-0.004786331070556038,0.004108809103831046,0.00042354942996736256,0.01650523036595053
2012-08-23,0.008409157592958794,-0.0070287644281069594,-0.008183803846258164,-0.008179804415796577,0.004179276904694662
2012-08-24,0.000494174015419846,0.002731554042612716,0.006188198375486564,0.006042864629201894,-0.0009603611145364566
2012-08-27,-0.003766133270076133,0.002972839290567908,0.0016110453606330566,0.0002120807204717412,0.005848979012466726
2012-08-28,0.0017352428001844444,0.004569359466427558,0.0,-0.0009890912342607194,0.002389711442321696
2012-08-29,-0.006495935756759552,0.0030724606313268232,0.0,0.0007778248221972373,-0.004370592368895365
2012-08-30,-0.0004358432469381279,-0.009926568062787133,-0.010087599307266326,-0.007207744961583162,0.005187620679721228
2012-08-31,0.02305006759133854,0.004085449674713804,0.006645792051255706,0.004768727889923774,0.014133711881674893
2012-09-04,0.001583208530649749,0.012203778170478019,-0.0010270515170122119,-0.0009207484544335731,-0.001003429225536645
2012-09-05,-0.0010335492057460538,0.00024346403611330558,-0.0010281703829522204,-0.000850731244443903,-0.004713023314028564
2012-09-06,0.0035299241657396063,0.01838545575848549,0.022199428889654316,0.020296710746968927,-0.016651478503017403
2012-09-07,0.021529523105697113,0.007412381484277919,-0.0014380075606353904,0.0038948629893404974,-0.00465471668197881
2012-09-10,-0.006827411176709486,-0.004509302678962546,-0.012819092990124514,-0.005681537912633816,0.002418805021987991
2012-09-11,0.003646366398665668,0.0021460276495808284,-0.0016044188585657704,0.002787528023671104,-0.006272830011017305
2012-09-12,0.00011914397372314589,0.005115166480020639,0.0029223710201109476,0.00333529274659794,-0.012464504045014202
2012-09-13,0.02018818143529133,0.013137626705489236,0.013551008804955078,0.01523669372398273,-0.003934494826941859
2012-09-14,0.002860343822002953,0.009346098500237376,0.008913304865735938,0.004433998105102033,-0.026577740744610723
